ID,text,Qatar Related,Geography,Politics & Conflict,Health & Wellbeing,Science,Sports,fold
0800TgdtDlffSfpu,"أكد القطري ناصر الخليفي رئيس نادي باريس سان جيرمان، أن نجم الفريق، الدولي البرازيلي نيمار دا سيلفا ليس للبيع.
وفي رده على سؤال أحد الصحفيين، حول ما إذا كانت هناك اتصالات بين إدارة الفريق الباريسي ونظيرتها في ريال مدريد، قال الخليفي: ""لا ينبغي على الريال ولا أي ناد آخر في العالم الاتصال بنا للاستفسار حول نيمار أو أي لاعب آخر.. ريال مدريد يعي تماما أن نيمار ليس للبيع، واللاعب لن يرحل عن الفريق هذا الصيف"".
وشدد الخليفي على متانة علاقات فريقه ونيمار، حيث قال في هذا الصدد:""لدينا علاقات رائعة وطويلة الأمد مع نيمار ووالده (وكيل أعمال نيمار)"".
إقرأ المزيد
وبهذا التصريح يكون الخليفي قد دحض كل الشائعات التي تحدثت في الفترة الماضية عن رغبة الريال في ضم نيمار، ليكون بديلا للنجم البرتغالي كريستيانو رونالدو، الذي رحل عن الفريق الملكي مطلع هذا الموسم.
المصدر: sports.ru",1,G-3,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-2,4
1hmusOm6ncyaEziX,"الخطوط القطرية فازت بجائزة أفضل درجة رجال أعمال في العالم للعام الثاني (الجزيرة -أرشيف)
أرجأت الخطوط الجوية القطرية تسلم طائرات إيرباص الأوروبية من نوع أي 380 العملاقة إلى أن تتأكد من خلوها من العيوب.
وأوضح الرئيس التنفيذي للقطرية أكبر الباكر أن الصفقة التي كانت مقررة التنفيذ في أكتوبر/تشرين الأول 2013 قد تم تأجيلها إلى أن تحصل شركته على مزيد من التفاصيل بشأن تشققات الجناح في هذا النوع من الطائرات الحديثة.
وكانت هيئة السلامة الجوية الأوروبية قد أمرت في فبراير/شباط الماضي بإجراء فحوصات لأسطول الطائرة إيرباص أي 380 بسبب تشققات في الجناح اكتشفها مهندسو السلامة في كل الطائرات التي فحصوها.
يذكر أن القطرية قدمت طلبات لشراء عشر طائرات إيرباص من نوع أي 380، وهي أكبر طائرة ركاب في العالم.
وفي الأسبوع الماضي أعلنت إيرباص عن تباطؤ في إنتاج الطائرة في وقت تسعى للتوصل لعلاج طويل لمشكلة تشققات الأجنحة، غير أنها أصرت على التزامها بالجدول الزمني لتسليم 30 طائرة من النوع المذكور في العام الجاري، مؤكدة أن الطائرة آمنة عند التحليق.
وفي بيان صدر الاثنين أكد المتحدث باسم إيرباص ستيفان شافراث أن السبب الرئيسي للمشكلة بات مفهوما، وأن الجهود تمضي للتخلص منها، مشيرا إلى أن الطائرة ستكون متاحة في الربع الأخير من 2012.
وذكر شافراث أنه تم اللقاء مع الخطوط القطرية وسيتم إجراء لقاءات أخرى لمناقشة وضع الصفقة بين الطرفين.
وعن خطط القطرية لتطوير أسطولها، أوضح الباكر أنه سيتم طلب عشر طائرات من شركة بومباردييه الكندية لتعزيز أعمالها في قطاع أنشطة الشركات، مقدرا قيمة الصفقة بنحو 700 مليون دولار.",1,G-4,NO_POLITICS,NO_HEALTH,SC-3,NO_SPORTS,4
KgtVeiNmHDNeZNbr,"قالت نتائج دراسة أميركية إن النساء اللائي يعشن قرب طرق سريعة تلوث جوها عوادم السيارات قد يكن أكثر عرضة للإصابة بمشاكل تتعلق بالعقم ممن يعشن بعيدا عنها حيث تكون جودة الهواء أفضل.
وتابع الباحثون حالات أكثر من 36 ألف امرأة بين العامين 1993 و2003 وحللوا تلوث الجو وعوادم المركبات قرب منازلهن لمحاولة الربط بين ما يتنفسنه من هواء وعدم القدرة على الإنجاب.
وفي مدة الدراسة حدثت نحو 2500 حالة عقم، وكانت النساء اللائي يعشن قرب الطرق الرئيسية السريعة وعلى مسافة 199 مترا منها أكثر عرضة بنسبة 11% للإصابة بالعقم ممن يعشن بعيدا عن هذه الطرق.
وقال كبير المشرفين على الدراسة الباحث بكلية الطب في جامعة بوسطن، شروثي هالينجياه، إنه تبدو المخاطر ضئيلة.
لكن الباحث بمركز بحوث الأوبئة البيئية وبمعهد الصحة العامة في برشلونة مارك نيوينهويجسن قال إنه حتى مع ضآلة هذه النسبة فإنها تمثل مشكلة صحية عالمية.
وقال إنه ربما تكون هذه النتائج ليست بهذه الدرجة من الأهمية على المستوى الفردي للنساء بالنسبة إلى مشكلة العقم، لكن بالنسبة إلى المجتمع ككل فإنها مشكلة مهمة أن يتعرض كثير من النسوة لتلوث الجو.
ودرس الفريق البحثي العلاقة بين العقم والجسيمات الدقيقة المنتشرة بالجو -وهي خليط من الجزيئات الصلبة والقطرات السائلة الدقيقة ومنها الأتربة والغبار والأدخنة وغيرها- قرب منازل النسوة اللائي شاركن في الدراسة وبحثوا مدى قربهن من طرق التلوث.
وهذه أول دراسة من نوعها تتابع حالات الكثير من النسوة لفترات طويلة، لكن الأمر يتطلب المزيد من الدراسة قبل إصدار توصيات طبية تستند إلى هذه النتائج، لكنها تقدم كما كبيرا من الأدلة على مدى التأثير السلبي للتلوث على فرص الإنجاب.",0,G-12,NO_POLITICS,H-2,SC-2,NO_SPORTS,4
vAkt9IUI7YH1sKcz,"ودع الروسي كارين خاتشانوف منافسات بطولة قطر إكسون موبيل للتنس، اليوم الثلاثاء، إثر خسارته أمام السويسري ستانيسلاس فافرينكا بمجموعتين نظيفتين بواقع 7-6 (9-7) و6-4 .
وتخطى الصربي نوفاك دجوكوفيتش المصنف الأول منافسه البوسني دامير جومهور بسهولة بواقع 6-1 و6-2.
وضمن مباريات اليوم الثاني أيضا.. فاز الإيطالي ماركو تشيكيناتو على منافسه الأوكراني سيرجي ستاكوفسكي بنتيجة 6-4 و6-2، وتغلب الليتواني ريكاردس برناكيس على ديفيد جوفين بنتيجة 3-6 و6-4 و7-6.
المصدر: وكالات",1,G-4,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-4,3
VYXbx0V5KjTpCCxL,"تبدأ السبت منافسات كأس الأمم الآسيوية الـ14 لكرة اليد في العاصمة اللبنانية بيروت، بين 6 و19 من الشهر الحالي بمشاركة 12 منتخبا بعد استبعاد الكويتي. تبدأ السبت منافسات كأس الأمم الآسيوية الـ14 لكرة اليد في العاصمة اللبنانية بيروت، بين 6 و19 من الشهر الحالي بمشاركة 12 منتخبا بعد استبعاد الكويتي.
ووزعت المنتخبات الـ12 لأربع مجموعات، ضمت كل واحدة ثلاثة منتخبات يتأهل منها الأول ووصيفه للدور الثاني، ثم توزع المنتخبات الثمانية المتأهلة لمجموعتين تضم الواحدة أربعة منتخبات، ويتأهل من كل منها منتخبان لنصف النهائي، قبل الوصول للدور النهائي للبطولة.
يُشار إلى أن المنتخبات التي تحتل المراكز الثلاثة الأولى مع نهاية البطولة تتأهل مباشرة لنهائيات كأس العالم لكرة اليد التي ستقام بالسويد عام 2011.
وتضم المجموعة الأولى السعودية والصين وسوريا. والثانية اليابان والبحرين والعراق.
أما المجموعة الثالثة فتضم كوريا الجنوبية (حاملة اللقب) وقطر والإمارات.
وتضم المجموعة الرابعة لبنان (الدولة المضيفة) وإيران والأردن. وستكون المنافسة قوية بين المنتخبات الثلاثة.
ويشرف على منتخب لبنان المدرب التونسي فتحي شقرون، وتحضر الفريق بمعسكرين في قبرص وتونس، كما خاض مباريات ودية عدة كان آخرها أمام اليابان خسرها بنتيجة 30-33.",1,G-7,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-3,1
OIVVHySbyldeVJ73,"مبتكر قطري يفوز بلقب ""نجوم العلوم""
توج القطري محمد الحوسني خريج فرع جامعة ""تكساس آند إم"" بدولة قطر بالمركز الأول في مسابقات برنامج ""نجوم العلوم"" لعام 2014، وهو برنامج مسابقات علمية تفاعلي يبث تلفزيونيا على قناة ""إم بي سي4""، وترعاه وتنظمه للموسم السادس مؤسسة قطر للتربية والعلوم وتنمية المجتمع.
وقد حصل المخترع القطري على هذه الجائزة عن ابتكاره المسمى ""طاقة تك""، وهو نظام جديد كفء لإنتاج الكهرباء من الطاقة الشمسية، يعمل على رفع كفاءة الخلايا الشمسية من 40% إلى 60%.
وجاء في المركز الثاني المبتكر سلطان الصبحي من سلطنة عمان عن ابتكاره ""وضوء""، وهو عبارة عن جهاز ذاتي التحكم (روبوت) يعمل على تجفيف أماكن الوضوء وشفط وتصريف المياه، أما جائزة المركز الثالث فكانت من نصيب المبتكرة رانيا بوجودة من لبنان عن ابتكارها ""كوريزتا""، وهو جهاز آلي لحفر الكوسا.
فريق بحثي مصري يحقق كشفا طبيا مهما
حقق فريق بحثي مصري بقيادة الدكتور شريف الخميسي -من مدينة زويل للعلوم والتكنولوجيا- كشفا طبيا مهما، حينما نجح في إماطة اللثام عن الجين المسؤول عن الحفاظ على سلامة الخلايا العصبية، وعن أسباب ضمورها.
وتكمن أهمية هذا السبق العلمي في مساهمته في التكهن بأمراض ضمور الجهاز العصبي التي تنتج عن أسباب وراثية أو من التعرض للملوثات البيئية، أو تلك التي تحدث مع التقدم الطبيعي في العمر، كما يمكن أن يفيد هذا الكشف في صناعة عقاقير جديدة لعلاج أمراض الضمور العصبي والسرطان.
وقد تم الإعلان عن هذا الكشف في دراسة علمية حديثة نشرت مؤخرا في مجلة ""نيتشر جنيتكس"" التي تعد من أرفع الدوريات العلمية في مجال الصحة وعلوم الوراثة.
الاختراع يعمل على تحويل الطاقة المغناطيسية إلى طاقة كهروحرارية (الجزيرة نت) أردني يخترع نظاما جديدا للتدفئة وتسخين المياه
تمكن رئيس جمعية المخترعين الأردنيين فايز عبود ضمرة من ابتكار جهاز جديد لتسخين المياه من خلال تحويل الطاقة المغناطيسية إلى طاقة كهروحرارية من دون استخدام أي نوع من المواد النفطية أو انبعاث أي غازات ملوثة للبيئة. تمكن رئيس جمعية المخترعين الأردنيين فايز عبود ضمرة من ابتكار جهاز جديد لتسخين المياه من خلال تحويل الطاقة المغناطيسية إلى طاقة كهروحرارية من دون استخدام أي نوع من المواد النفطية أو انبعاث أي غازات ملوثة للبيئة.
وقد تم اختبار الجهاز الجديد بواسطة أكثر من لجنة متخصصة تابعة لوزارة الطاقة والثروة المعدنية في الأردن.
وأوضحت نتائج المعاينة والتجارب فاعلية الجهاز الجديد في تسخين المياه، وإمكانية استخدامه في عمل نظام تدفئة مركزية مصغر، وأكثر من تطبيق آخر يهدف إلى توفير الطاقة البديلة وتقليل الاعتماد على الطاقة الكهربائية.
يذكر أن المخترع الأردني ضمرة قد أصر على عدم إعطاء أي تفاصيل علمية أو تقنية عن آلية عمل الجهاز أو كيفية تحويل الطاقة المغناطيسية إلى طاقة حرارية، وذلك حفاظا على سريته.
علماء مصريون ضمن إنجاز المركبة ""فيلة""
شارك أربعة من الباحثين المصريين ضمن 220 عالما آخر في نجاح مهمة المركبة الفضائية ""روزيتا""، وهبوط المسبار الخاص بها والمعروف باسم ""فيلة"" على سطح المذنب ""67 بي/تشوريوموف جيراسيمينكو""، وهو ما يعد إنجازا علميا فريدا وحدثا تاريخيا، نظرا لكونها المرة الأولى التي تنجح فيها مركبة فضائية في الهبوط على سطح مذنب.
وقد شارك في تحقيق هذا الإنجاز الدكتور عصام معروف من جامعة سان خوسيه بكاليفورنيا، والخبير بمختبر الدفع النفاث التابع لإدارة الطيران والفضاء الأميركية (ناسا) الدكتور عصام حجي، والباحث بجامعة برن بسويسرا الدكتور رامي المعري، وأخيرا الدكتور أحمد الشافعي، وهو باحث زائر في وكالة ناسا، وكان يعمل سابقا بمرصد حلوان للأبحاث الفلكية والجيوفيزيائية.
يشار إلى أن مهمة ""روزيتا"" قد أطلقت بواسطة وكالة الفضاء الأوروبية منذ عشر سنوات، بهدف التعرف على كيفية نشأة الحياة والعناصر الأولية التي تكون منها كوكب الأرض.
إجراء مكالمة هاتفية لمدة خمس دقائق كاف لشحن الهاتف في الحالات الطارئة (غيتي)
مهندس تونسي يشحن الجوال بواسطة الصوت
نجح مهندس تونسي شاب -هو محمد زياد الشعري- في ابتكار طريقة لشحن الهاتف النقال بواسطة الصوت.
وهذا الابتكار عبارة عن تطبيق خاص يقوم بشحن الهاتف النقال من خلال مكالمة هاتفية لمدة خمس دقائق، مما يتيح الاستغناء عن الكهرباء في عملية الشحن، ويسهم في حل مشكلة فراغ البطارية في المناطق التي لا توجد فيها الكهرباء.
وقد فاز الشعري بالجائزة الكبرى للمعرض الدولي السابع للاختراعات في الشرق الأوسط الذي أقيم أوائل ديسمبر/كانون الأول بالكويت عن هذا الابتكار، كما سبق له الفوز في عام 2012 بجائزة مشابهة نظير اختراعه جهازا للشحن عن بعد.
فريق بحثي سعودي يكتشف مواد مبلمرة جديدة
توصل أربعة باحثين سعوديين من معهد بحوث علوم المواد التابع لمدينة الملك عبد العزيز للعلوم والتقنية بالرياض، بالتعاون مع شركة ""آي بي إم"" العالمية، وبمشاركة باحثين آخرين من جامعة كاليفورنيا وجامعة آيندهوفن إلى اكتشاف طائفة مواد مبلمرة جديدة ذات مزايا فيزيائية خاصة.
وتتميز المواد الجديدة المكتشفة بقدرتها على التشكل ذاتيا وقابليتها للتدوير على الرغم من صلابتها الفائقة، إضافة إلى كونها خفيفة الوزن وتتمتع بمقاومة عالية للمواد الكيميائية، وذلك بعكس البوليمرات الحرارية التقليدية المتوفرة حاليا غير القابلة للتشكل والتي لا يمكن تدويرها.
ويتوقع أن يساهم هذا الاكتشاف في فتح آفاق صناعية جديدة ومتعددة في مجالات تكرير البترول ومشتقاته، والصناعات الغذائية ووسائل النقل، إلى جانب دورها الكبير في تقليص النفايات المترتبة على هذه الصناعات الملوثة للبيئة.
فريق بحريني يبتكر سترة ذكية للمكفوفين
تمكن كل من محمد هلال وديما دراج -وهما من الشباب المبتكرين في مملكة البحرين- من ابتكار سترة ذكية تسمى ""جاكي""، تتيح للمكفوفين وضعاف البصر التنقل بحرية على الطرقات ودون مساعدة الآخرين.
وتعمل السترة ""جاكي"" من خلال نظام إلكتروني خاص يعمل بنظام ويندوز 8.1، وتتضمن عددا من أجهزة الاستشعار تقوم بتحديد العقبات والعوائق الموجودة في الطريق عبر ذبذبات يشعر بها الشخص الكفيف في السترة أثناء سيره وتنقله من مكان لآخر.
وتتمثل أهمية هذه السترة في إتاحة الفرصة لذوي الاحتياجات الخاصة لممارسة حياتهم بشكل طبيعي، وتقليل الحاجة لعون الآخرين، مع تفادي خطر الحوادث.
رضوان هدف من اختراعه لمساعدة أهل غزة على حل مشاكل الانقطاع المتكرر للكهرباء (الجزيرة نت)
صبي جزائري يخترع مولدا كهربائيا لأهل غزة
تمكن رضوان عباد -وهو صبي جزائري من مدينة بومدراس، ويدرس حاليا في السنة الثالثة بالمرحلة المتوسطة- من اختراع مولد كهربائي صغير يمكن شحنه باستخدام طاقة الرياح أو المد والجزر أو الطاقة الشمسية أو العضلية، ويمكن استغلاله في تشغيل المصابيح والأجهزة المنزلية.
وقد عمل رضوان على اختراع هذا الجهاز لمساعدة أهل غزة وإعانتهم على حل مشاكل الظلام الدامس والانقطاع المتكرر للكهرباء الناتج عن العدوان الإسرائيلي المستمر على أهل القطاع وكافة مقدراته وموارده الاقتصادية والبيئية.
يذكر أن رضوان قد حاز على لقب أصغر مخترع عربي وأفريقي، وذلك في أولمبياد الاختراع الذي أقيم بتونس في مارس/آذار الماضي، كما سبق له الحصول على شهادة أصغر مخترع عربي وأفريقي من الجمعية العربية الأفريقية للبحث العلمي والاختراع.
إنجازات جديدة لأديسون الإمارات
تمكن المخترع الإماراتي أحمد عبد الله مجان من الفوز بأربع ميداليات: ذهبية واحدة، وفضيتان، وبرونزية ضمن فعاليات المعرض الدولي الـ66 للأفكار والاختراعات والابتكارات (إيينا) الذي أقيم أواخر أكتوبر/تشرين الأول الماضي بمركز المعارض في مدينة نورنبرغ بألمانيا .
وقد فاز مجان بالميدالية الذهبية عن اختراعه جهازا لتتبع الحيوانات الأليفة بالطاقة الشمسية، وفاز بميداليتين فضيتين عن اختراع جهاز الصيد بالقفص الذكي، واختراعه جهاز الصيد بالبطة الذكية، بينما فاز اختراع حماية أقفاص الصيد ""الجراجير"" من السرقة بالميدالية البرونزية.
يشار إلى أن مجان -الملقب بأديسون الإمارات نظرا لكثرة عدد الاختراعات التي توصل إليها- قد فاز من قبل بميدالية ذهبية في معرض ""إنبكس"" الدولي للاختراعات الذي أقيم في يونيو/حزيران الماضي في مدينة بتسبرغ بولاية بنسلفانيا الأميركية.
كويتي يبتكر طفاية حريق آلية
نجح المخترع الكويتي محمد عبد الله العازمي في الفوز بالميدالية الذهبية والجائزة الكبرى في المعرض الدولي الـ66 للأفكار والاختراعات والابتكارات (إيينا).
وقد نال العازمي هذه الجائزة عن اختراعه طفاية حريق تعمل بشكل آلي ويستطيع استخدامها أي شخص بسهولة ويسر، وذلك من خلال إلقائها في النار، إذ تقوم بنفسها بالتدحرج والاتزان بفعل الجاذبية الأرضية، ثم ترش المادة وتطفئ الحريق.
وكان العازمي هو المشارك الوحيد من دولة الكويت، حيث نافس أكثر من 730 مخترعا من ستين دولة شاركوا في المعرض وعرضوا أكثر من تسعمائة اختراع، ليتمكن في النهاية من انتزاع الجائزة الكبرى.
_____________
* د. وحيد مفضل: باحث وكاتب علمي, مصر",1,G-7,NO_POLITICS,NO_HEALTH,SC-2,NO_SPORTS,2
5Uc9EUo2SvRyTWwi,"وظهر فيدرر للمرة الأولى منذ 2004 غير قادر على المواجهة وبلوغ الدور نصف النهائي لإحدى الدورات الكبرى غراند سلام
وهي المرة السادسة والثلاثين على التوالي التي خاض فيها فيدرر الدور ربع النهائي في الدورات الأربع الكبرى، وهو لم يتمكن من الصمود أمام تسونغا، الذي قدم عرضا استثنائيا وتمكن من التأهل للمرة الأولى إلى الدور نصف نهائي في رولان غاروس.
يذكر أن فيدرر لم يخسر أي مجموعة منذ بداية البطولة.
وأهدر فيدرر فرصة تحطيم الرقم القياسي في عدد الانتصارات في رولان غاروس، البالغ 58 فوزا، الذي يتقاسمه مع النجم الأرجنتيني السابق غييرمو فيلاس.
وتقدم فيدرر، حامل لقب 17 بطولة في غراند سلام، في المجموعة الأولى قبل أن يتراجع أداؤه ويرتكب العديد من الأخطاء المباشرة وعلى وجه الخصوص في الضربات الأمامية التي يتقنها عادة.
واستفاد تسونغا من هذا الوضع لكي ينتفض بسرعة وينتزع المجموعة الثانية، ومن ثم كسر إرسال منافسه في مطلع المجموعة الثالثة على أثر خطأ مزدوج من اللاعب السويسري.
وحاول فيدرر استعادة سيطرته على المباراة لبعض الوقت، إذ تمكن من معادلة النتيجة لكن الأمر لم يستمر طويلا، وبعد أشواط خسر إرساله للمرة الخامسة حين صد له تسونغا كرة بطريقة محظوظة.
وهي المرة الثانية التي يخسر فيها فيدرر أمام تسونغا في الغراند سلام بعد ربع نهائي بطولة ويمبلدون عام 2011.
وقال فيدرر بعد المباراة كان أفضل مني في كل شيء وتفوق علي. كنت عاجزا عن فرض إيقاعي وأصبت بخيبة كبيرة من الطريقة التي لعبت بها
ويواجه تسونغا في نصف النهائي المصنف الرابع الإسباني دافيد فيرير، الذي تخطى مواطنه تومي روبريدو بسهولة بثلاث مجموعات متتالية، لم يخسر خلالها سوى أشواط.",0,G-3,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-4,1
p7gu1pwTg3iMJxod,"تتزود القوات البرية الروسية قريبا برادارات ""نيوبي-إس بي"" التي من شأنها أن تحل مكان الرادارات القديمة المستخدمة في الدفاعات الجوية الميدانية.
ويتوقع أن يكون بمقدور تلك الرادارات الحديثة اكتشاف كل أنواع الأهداف الجوية، بما فيها صغيرة الحجم والشبحية، عن مسافة بعيدة.
وهناك معلومات تشير إلى قدرة الرادار الجديد على مرافقة حتى 300 طائرة ودرون ومروحية وصاروخ مجنح وباليستي في وقت واحد، بما فيها تلك التي تم تصميمها على أساس تكنولوجيا ستيلز للتخفي عن الرادار. ويعني ذلك أن الطائرات الشبحية تفقد قدرتها على التخفي وتتحول إلى أهداف عادية، يمكن إسقاطها بصواريخ عادية.
إقرأ المزيد
وبوسع الرادار الجديد اكتشاف هدف محلق بسرعة حتى 5400 كيلومتر في الساعة، وهي سرعة لا تتخطاها أي طائرة معاصرة.
ويمكن أن يرى الرادار في السماء هدفا بقطر متر واحد، حتى إذا حلق على ارتفاع 10 آلاف متر. وذلك من مسافة 230 كيلومترا.
أما الهدف الذي يحلق على ارتفاع 500 متر، فيمكن أن يكتشفه الرادار على مدى 53 كيلومترا.
ونصب الرادار على منصة شاحنة ""كاماز"". ولا يحتاج أفراد طاقمه إلا لـ 15 دقيقة لنشره، مع العلم أن سلفه ""نيبو-أو"" يحتاج إلى 20 ساعة لنشره.
المصدر: روسيسكايا غازيتا",0,G-9,NO_POLITICS,NO_HEALTH,SC-3,NO_SPORTS,1
MLBjl1g9T5MFYFck,"أجرت وزارة الدفاع الإيرانية، اليوم الأحد، عرضا لصاروخ ""ذوالفقار"" الباليستي محلي الصنع والذي تقول إن ""الرادار لا يمكنه رصده "".
وأوضحت وكالة ""فارس"" الإيرانية أن العرض جرى في جامعة ""أمير كبير"" بالعاصمة طهران، مشيرة إلى أن خصائص هذا الصاروخ الباليستي تشمل مداه، الذي يتراوح بين 700 و 750 كيلومترا، وقدرته على التخفي من الرادار، واعتماده على الوقود الصلب.
إقرأ المزيد
وأضافت الوكالة أن طول الصاروخ يبلغ 8.86 متر ويصل قطره إلى 61 سنتمترا ويتجاوز وزنه 450 كيلوغراما.
ويعتبر الصاروخ ""ذوالفقار"" ضمن جيل الصواريخ ""فاتح"" وهو من الصواريخ الدقيقة جدا، حسب الوكالة، مع القدرة على إبطال مفعول الأمواج الإلكترونية المستخدمة من قبل العدو لحرف الصاروخ عن الهدف.
وكانت إيران قد قالت أنه تم إطلاق صواريخ ""ذوالفقار"" من قبل الحرس الثوري من غرب إيران لتدمير مواقع لتنظيم ""داعش"" الإرهابي في دير الزور بسوريا يوم 18 يونيو/حزيران من العام الماضي.
المصدر: فارس
رفعت سليمان",0,G-5,PC-1,NO_HEALTH,SC-3,NO_SPORTS,3
GcyjbWTZyaOtM2w1,"حقق منتخبا مصر والجزائر فوزهما الثالث على التوالي أمس الثلاثاء ضمن منافسات المجموعة الثانية لمسابقة الكرة الطائرة للرجال، في دورة الألعاب العربية الـ12 المقامة بقطر حتى 23 من الشهر الجاري.
وفازت مصر صاحبة برونزية النسخة السابقة على العراق 3-صفر (25-13 و25-15 و25-16). وكانت فازت بمباراتيها الأوليين في المجموعة على البحرين 3-1 والسودان 3-1، وقطعت بالتالي شوطا كبيرا نحو التأهل إلى نصف النهائي.
وفي المجموعة ذاتها، حقق منتخب الجزائر فوزه الثالث أيضا على نظيره البحريني صاحب الفضية في الدورة السابقة 3-صفر (25-22 و25-19 و25-18).
وكانت البحرين نالت الميدالية الفضية في النسخة الماضية بمصر عام 2007 بخسارتها أمام قطر في المباراة النهائية.
ورفع كل من المنتخبين المصري والجزائري رصيده إلى تسع نقاط، وباتا ""نظريا"" في الدور نصف النهائي.
تغطية خاصة فوز الأردن وعُمان
من جهته تغلب الأردن على السودان 3-صفر (25-22 و25-18 و25-19) في المجموعة الثانية أيضا.
وفي مباراة ضمن منافسات المجموعة الأولى، فازت عُمان على فلسطين 3-صفر (25-12 و25-13 و25-15).
وضمن المجموعة الثانية، تلعب الأربعاء السعودية مع فلسطين، وقطر مع الكويت.
ويتأهل أول وثاني كل مجموعة إلى الدور نصف النهائي.",1,G-7,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-3,0
OoEp4g3SapcK3qwF,"واكتفى إنبي بنقطة واحدة رفع بها رصيده إلى 30 نقطة بفارق نقطة واحدة خلف الزمالك الذي كان انتزع الصدارة، الخميس، بفوزه على الجونة صفر، أما حرس الحدود فرفع رصيده إلى 20 نقطة في المركز السابع.
ويلتقي إنبي مع الزمالك، الخميس المقبل، على ملعب القاهرة الدولي في مباراة مؤجلة من المرحلة الأولى.
ومني الإسماعيلي بخسارته الأولى هذا الموسم بخسارته أمام المقاولون العرب صفر 2، وسجل هدفي المقاولون العرب أحمد علي والغاني بابا أركو 20 من ركلة جزاء
ورفع المقاولون العرب رصيده إلى 17 نقطة وتقدم إلى المركز الثاني عشر، بينما تجمد رصيد الإسماعيلي عند 19 نقطة في المركز السابع.
وأهدر الأهلي نقطتين ثمينتين في سباقه نحو الصدارة بتعادله مع وادي دجلة في مباراة مؤجلة من المرحلة الثانية.
ورفع الأهلي رصيده إلى 21 نقطة وارتقى الى المركز الخامس مع مباريات مؤجلة، بينما رفع دجلة رصيده إلى 25 نقطة حافظ بها على المركز الثالث.
وجاءت بداية المباراة حماسية من جانب الأهلي، وأظهر لاعبوه رغبتهم في إحراز هدف مبكر، وكاد حسام عاشور يفعلها بتسديدة قوية من حافة المنطقة أبعدها حارس مرمى الأهلي السابق أمير عبد الحميد بصعوبة إلى ركنية، واخرى لوليد سليمان بجوار القائم، وثالثة لحسين السيد فوق المرمى.
وتختتم المرحلة، الأحد، بلقاء سموحة مع اتحاد الشرطة.",0,G-6,NO_POLITICS,NO_HEALTH,NO_SCIENCE,SP-1,4
ZptRynigfLGSWHLm,"عادت شركة ""باناسونيك"" التي تخلت عن إنتاج هواتف ذكية منذ عامين إلى السوق بمنتج جديد يدعى""لوميكس سمارت كاميرا سي إم 1″ (أو كاميرافون)، وهو عبارة عن كاميرا رقمية وهاتف ذكي معا.
وتتضمن كاميرا ""لوميكس سمارت كاميرا سي إم 1″ الجديدة مستشعر صورة بقطر بوصة واحدة وقادر على التصوير بدقة 20 ميغابكسل، كما أنها تستخدم عدسات من نوع ""ليكا"" (Leica ) مع فتحة ""إف/2.8″. وهذه العدسات ليست للتقريب بل تمتد إلى خارج جسم الهاتف عند الاستخدام.
وتعد ""باناسونيك"" بتضمين جهازها الجديد بعدد من مزايا الكاميرا التقليدية، بما في ذلك أوضاع التصوير المختلفة و ""وضع التركيز الذكي""، كما يمكن للمستخدمين الذين يفضلون أداء مهام التحكم يدويا تدوير حلقة العدسات لتغيير الإعدادات بسرعة، مثل سرعة المصراع، والفتحة، وتوازن اللون الأبيض، والتعرض للضوء، والتركيز.
ومن حيث كونها هاتفا ذكيا، تقدم كاميرا ""لوميكس سمارت كاميرا سي إم 1""، التي تعمل بمعالج رباعي النوى بتردد 2.3 غيجاهرتز ومن نوع ""كوالكوم سنابدراجون""، شاشة بقياس 4.7 بوصات وبالدقة الكاملة 1080p، و 2 غيغابايت من ذاكرة الوصول العشوائي، و 16 غيغابايت من سعة التخزين الداخلية القابلة للتوسع حتى 128 غيغابايت.
وتعمل الكاميرا الجديدة التي يبلغ سمكها 15.24 ملم وتزن 204 غراما، بالإصدار 4.4 ""كيت كات"" من نظام التشغيل ""أندرويد"" من ""غوغل"".
وقالت ""باناسونيك"" إن ""لوميكس سمارت كاميرا سي إم 1"" ستكون متوفرة بكميات محدودة ابتداء من شهر تشرين الثاني/نوفمبر القادم وبسعر يعادل 900 يورو.
المصدر: "" RT "" + ""فيستي. رو""",0,G-2,NO_POLITICS,NO_HEALTH,SC-3,NO_SPORTS,4
